StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Intro,Age,RStatus,AmazonTime_First Click,AmazonTime_Last Click,AmazonTime_Page Submit,AmazonTime_Click Count,AQ1,AQ2,AQ3,AQ4,GlomarMusicTime_First Click,GlomarMusicTime_Last Click,GlomarMusicTime_Page Submit,GlomarMusicTime_Click Count,GMQ1,GMQ2,GMQ3,GMQ4,MusicEffectGlomar,AmazonMusicTime_First Click,AmazonMusicTime_Last Click,AmazonMusicTime_Page Submit,AmazonMusicTime_Click Count,AMQ1,AMQ2,AMQ3,AMQ4,MusicEffectAmazon,GlomarTime_First Click,GlomarTime_Last Click,GlomarTime_Page Submit,GlomarTime_Click Count,GQ1,GQ2,GQ3,GQ4,Habit,Proficiency,Region,SC0,SC1,SC2,SC3,SC4
2023-12-31 16:18:00,2023-12-31 16:18:21,Survey Preview,,100,20,True,2023-12-31 16:18:22,R_5TO6yAIURtU1wbH,,,,,52.3766,4.835,preview,EN,Yes,19-24,Student,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1.334,0,The movements of the Earth's crust,,,,No,,,1,0,0,0,1
2023-12-31 16:20:28,2023-12-31 16:20:34,IP Address,217.105.24.139,100,5,True,2023-12-31 16:20:34,R_2n64gjWKRXRCh3c,,,,,52.3766,4.835,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
2023-12-31 16:20:37,2023-12-31 16:20:59,IP Address,217.105.24.139,100,22,True,2023-12-31 16:20:59,R_2V9nv7XS2u9C9zi,,,,,52.3766,4.835,anonymous,EN,Yes,35-50,Employed,,,,,,,,,,,,,,,,,There was no difference,,,,,,,,,,,,,,,,,,No,,,0,0,0,0,0
2023-12-31 16:22:37,2023-12-31 16:22:48,IP Address,217.105.24.139,100,10,True,2023-12-31 16:22:48,R_7hA0yjycaVxQ9ZT,,,,,52.3766,4.835,anonymous,EN,Yes,25-34,Employed,,,,,,,,,,,,,,,,,,,,,,,,,,,0.918,0.918,1.094,1,Changes in the water level of the Atlantic Ocean,,,,No,,,0,0,0,0,0
2023-12-31 16:26:32,2023-12-31 16:26:51,Survey Preview,,100,18,True,2023-12-31 16:26:52,R_5zZ0ijXnkvDl8bi,,,,,52.3766,4.835,preview,EN,Yes,25-34,Student,,,,,,,,,,,,,,,,,The music made it easier to read,,,,,,,,,,,,,,,,,,Yes,,,0,0,0,0,0
2023-12-31 16:27:58,2023-12-31 16:28:02,Spam,217.105.24.139,100,4,True,2023-12-31 16:28:02,R_7IB2bNV5RoxoyGk,,,,,52.3766,4.835,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
2023-12-31 16:28:04,2023-12-31 16:28:17,IP Address,217.105.24.139,100,13,True,2023-12-31 16:28:18,R_7rSdZO7h6HSMcF9,,,,,52.3766,4.835,anonymous,EN,Yes,19-24,Employed,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1.201,0,The accumulation of sediment layers,,,,No,,,0,0,0,0,0
2023-12-31 16:29:32,2023-12-31 16:30:40,IP Address,39.9.230.26,100,68,True,2023-12-31 16:30:40,R_44M0k7u5pXtlnnV,,,,,25.0504,121.5324,anonymous,EN,Yes,19-24,Student,,,,,,,,,,,,,,,,,The music made it more difficult to read,,,,,,,,,,,,,,,,,,Yes,,,0,0,0,0,0
2023-12-31 16:28:19,2023-12-31 16:32:35,IP Address,217.105.24.139,100,256,True,2023-12-31 16:32:36,R_2GlwEhHlbmyU32p,,,,,52.3766,4.835,anonymous,EN,Yes,50+,Student,,,,,,,,,,,,,,,,,The music made it easier to read,,,,,,,,,,,,,,,,,,No,,,0,0,0,0,0
2023-12-31 16:32:38,2023-12-31 16:32:50,IP Address,217.105.24.139,100,11,True,2023-12-31 16:32:50,R_4F4cPZu1E8uuwp4,,,,,52.3766,4.835,anonymous,EN,Yes,6,Employed,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.875,0,Changes in the Earth's temperature,,,,No,,,0,0,0,0,0
2023-12-31 16:21:29,2023-12-31 16:52:57,IP Address,217.105.24.139,100,1888,True,2023-12-31 16:52:58,R_5nMkXjinKPXoGDd,,,,,52.3766,4.835,anonymous,EN,Yes,50+,Student,,,,,,,,,,,,,,,,,The music made it easier to read,,,,,,,,,,,,,,,,,,Yes,,,0,0,0,0,0
2023-12-31 16:53:02,2023-12-31 16:53:16,IP Address,217.105.24.139,100,14,True,2023-12-31 16:53:16,R_5jBPhjzeZaTwXAD,,,,,52.3766,4.835,anonymous,EN,Yes,25-34,Employed,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1.032,0,The accumulation of sediment layers,,,,Yes,,,0,0,0,0,0
2023-12-31 16:53:19,2023-12-31 16:54:12,IP Address,217.105.24.139,100,53,True,2023-12-31 16:54:13,R_5mwwD0XySG3V93F,,,,,52.3766,4.835,anonymous,EN,Yes,25-34,Employed,,,,,,,,,,,,,,,,,There was no difference,,,,,,,,,,,,,,,,,,Yes,,,0,0,0,0,0
2023-12-31 16:57:30,2023-12-31 16:57:55,IP Address,217.105.24.139,100,25,True,2023-12-31 16:57:55,R_8qE9p6KNlkzMAhy,,,,,52.3766,4.835,anonymous,EN,Yes,35-50,Employed,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1.402,0,The accumulation of sediment layers,,,,No,,,0,0,0,0,0
2023-12-31 16:57:58,2023-12-31 16:58:14,IP Address,217.105.24.139,100,15,True,2023-12-31 16:58:14,R_5dHdT8X3i663aFG,,,,,52.3766,4.835,anonymous,EN,Yes,25-34,Employed,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.801,0,Changes in the water level of the Atlantic Ocean,,,,Yes,,,0,0,0,0,0
2023-12-31 16:58:19,2023-12-31 16:58:59,IP Address,217.105.24.139,100,40,True,2023-12-31 16:59:00,R_5EykmLC5g4pozvb,,,,,52.3766,4.835,anonymous,EN,Yes,50+,Employed,,,,,,,,,,,,,,,,,The music made it more difficult to read,,,,,,,,,,,,,,,,,,No,,,0,0,0,0,0
2024-01-01 13:15:13,2024-01-01 13:15:30,IP Address,217.105.24.139,100,17,True,2024-01-01 13:15:30,R_5eCM6Kg56WmkTFT,,,,,52.3766,4.835,anonymous,EN,Yes,25-34,Student,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1.559,0,Changes in the water level of the Atlantic Ocean,,,,No,,,0,0,0,0,0
2024-01-01 13:15:33,2024-01-01 13:16:24,IP Address,217.105.24.139,100,50,True,2024-01-01 13:16:25,R_2T6U9d0zXtYe3Hr,,,,,52.3766,4.835,anonymous,EN,Yes,50+,Employed,,,,,,,,,,,,,,,,,The music made it more difficult to read,,,,,,,,,,,,,,,,,,No,,,0,0,0,0,0
2024-01-01 23:10:07,2024-01-01 23:10:41,IP Address,217.105.24.139,100,34,True,2024-01-01 23:10:42,R_414cAlckD0sjqXt,,,,,52.3766,4.835,anonymous,EN,Yes,25-34,Employed,,,,,,,,,,,,,,,,,The music made it easier to read,,,,,,,,,,,,,,,,,,No,,,0,0,0,0,0
2023-12-31 16:23:12,2023-12-31 16:23:45,IP Address,217.105.24.139,67,33,False,2024-01-07 16:23:48,R_66ZV2CICTm7nkel,,,,,,,anonymous,EN,Yes,25-34,Student,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
2023-12-31 16:22:57,2023-12-31 16:24:14,IP Address,217.105.24.139,92,76,False,2024-01-07 16:24:14,R_6srpG8jAvFUy41z,,,,,,,anonymous,EN,Yes,19-24,Employed,,,,,,,,,,,,,,,,,There was no difference,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
2023-12-31 16:39:09,2023-12-31 16:39:28,IP Address,39.9.230.26,92,19,False,2024-01-07 16:39:30,R_4QrNp9FqT8bpIJu,,,,,,,anonymous,EN,Yes,19-24,Student,,,,,,,,,,,,,,,,,The music made it more difficult to read,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
2024-01-10 10:53:42,2024-01-10 10:55:14,IP Address,217.105.24.139,100,92,True,2024-01-10 10:55:14,R_11Zv5VtWKXATka1,,,,,52.3766,4.835,anonymous,EN,Yes,50+,Employed,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2.285,0,Changes in the Earth's temperature,,,,Yes,,,0,0,0,0,0
2024-01-10 10:55:36,2024-01-10 10:56:03,IP Address,217.105.24.139,100,27,True,2024-01-10 10:56:04,R_629KmbsUw4V7HRD,,,,,52.3766,4.835,anonymous,EN,Yes,50+,Student,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2.383,0,The accumulation of sediment layers,Crustal movements that connected the Mediterranean to the saltier Atlantic,Normal marine organisms,Evaporation,No,Limited working proficiency,Asia,1,0,0,0,1
2024-01-10 10:56:59,2024-01-10 10:57:19,IP Address,217.105.24.139,100,19,True,2024-01-10 10:57:19,R_50sXLybIYp5xLLX,,,,,52.3766,4.835,anonymous,EN,Yes,50+,Student,,,,,,,,,,,,,,,,,,,,,,,,,,,1.99,1.99,3.061,1,Changes in the water level of the Atlantic Ocean,Crustal movements that connected the Mediterranean to the saltier Atlantic,Salt-tolerant invertebrates,Evaporation,No,Professional working proficiency,Asia,0,0,0,0,0
2024-01-10 10:57:22,2024-01-10 10:57:43,IP Address,217.105.24.139,100,21,True,2024-01-10 10:57:44,R_5fJ3TjskwHrSLxI,,,,,52.3766,4.835,anonymous,EN,Yes,35-50,Student,,,,,,,,,,,,,Changes in the water level of the Atlantic Ocean,Crustal movements that connected the Mediterranean to the saltier Atlantic,Salt-tolerant invertebrates,Turbulent waters resulting from a deluge,There was no difference,,,,,,,,,,,,,,,,,,No,Professional working proficiency,Europe,1,0,0,1,0
2024-01-10 11:16:00,2024-01-10 11:16:30,Survey Preview,,100,29,True,2024-01-10 11:16:31,R_5BtvHtpknPvLzxb,,,,,52.3766,4.835,preview,EN,Yes,0-18,Student,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1.982,0,The accumulation of sediment layers,The migration of new species through narrow straits,Normal marine organisms,Turbulent waters resulting from a deluge,No,Limited working proficiency,Other,2,0,0,0,2
2024-01-11 15:09:01,2024-01-11 15:09:36,Survey Preview,,100,35,True,2024-01-11 15:09:38,R_5SCAMqo2WjZwJjD,,,,,25.0731,55.298,preview,EN,Yes,25-34,Employed,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3.091,0,The accumulation of sediment layers,The evaporation of chemicals necessary for their survival,Normal marine organisms,Drilling operations,No,Professional working proficiency,Asia,1,0,0,0,1
2024-01-11 15:09:45,2024-01-11 15:10:31,Survey Preview,,100,46,True,2024-01-11 15:10:32,R_5zG9fTX6csYlMRK,,,,,25.0731,55.298,preview,EN,Yes,0-18,Student,,,,,,,,,,,,,Changes in the Earth's temperature,The migration of new species through narrow straits,Salt-tolerant invertebrates,Turbulent waters resulting from a deluge,The music made it more difficult to read,,,,,,,,,,,,,,,,,,No,Limited working proficiency,North America,1,0,0,1,0
2024-01-11 15:11:59,2024-01-11 15:13:03,IP Address,2.50.169.251,100,64,True,2024-01-11 15:13:04,R_4OOCMNPSaSJOwot,,,,,25.0731,55.298,anonymous,EN,Yes,25-34,Employed,,,,,,,,,,,,,Changes in the water level of the Atlantic Ocean,Crustal movements that connected the Mediterranean to the saltier Atlantic,Normal marine organisms,Turbulent waters resulting from a deluge,There was no difference,,,,,,,,,,,,,,,,,,Yes,Limited working proficiency,North America,2,0,0,2,0
2024-01-11 17:44:19,2024-01-11 18:00:18,IP Address,178.85.152.149,100,958,True,2024-01-11 18:00:18,R_1LvFxYS7c1MP9U5,,,,,52.3664,4.8496,anonymous,EN,Yes,19-24,Student,,,,,,,,,,,,,The movements of the Earth's crust,Their inability to tolerate the increasing salt content of the Mediterranean,Normal marine organisms,Evaporation,The music made it more difficult to read,,,,,,,,,,,,,,,,,,No,Professional working proficiency,Europe,3,0,0,3,0
2024-01-11 18:00:48,2024-01-11 18:01:41,Survey Preview,,100,52,True,2024-01-11 18:01:42,R_2Qs4GEruLJKOQ18,,,,,52.3664,4.8496,preview,EN,Yes,19-24,Student,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3.811,0,The movements of the Earth's crust,The evaporation of chemicals necessary for their survival,Desert-adapted plants,Earthquakes,Yes,Full professional proficiency / Native,Europe,1,0,0,0,1
2024-01-11 18:05:40,2024-01-11 18:15:36,IP Address,178.85.152.149,100,595,True,2024-01-11 18:15:37,R_2LiqpaASlPiwxB7,,,,,52.3664,4.8496,anonymous,EN,Yes,19-24,Student,,,,,,,,,,,,,,,,,,,,,,,,,,,7.374,261.421,263.426,52,The movements of the Earth's crust,Their inability to tolerate the increasing salt content of the Mediterranean,Normal marine organisms,Turbulent waters resulting from a deluge,No,Full professional proficiency / Native,Europe,4,0,0,0,4
2024-01-09 11:16:52,2024-01-09 11:36:12,IP Address,62.131.215.189,83,1160,False,2024-01-16 11:36:14,R_2gTLOJXlhUFPgah,,,,,,,anonymous,EN,Yes,19-24,Student,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2.791,0,,,,,,,,0,0,0,0,0
2024-01-16 17:06:53,2024-01-16 17:14:34,IP Address,62.45.113.204,100,461,True,2024-01-16 17:14:35,R_7WON8IZYSJ3dpPr,,,,,52.3789,6.6914,anonymous,EN,Yes,19-24,Student,,,,,,,,,,,,,,,,,,16.844,168.06,168.707,17,Aiding in digestion,Applying them to blowdart tips for hunting,They obtain toxins from plants in their habitat.,They serve as a warning to predators about their toxicity.,The music made it easier to read,0.979,44.231,45.8,15,The accumulation of sediment layers,Crustal movements that connected the Mediterranean to the saltier Atlantic,Desert-adapted plants,Evaporation,Yes,Professional working proficiency,Asia,2,2,0,0,0
2024-01-10 10:56:11,2024-01-10 10:56:51,IP Address,217.105.24.139,82,40,False,2024-01-17 10:56:56,R_2HaG9dVmPZfC8Df,,,,,,,anonymous,EN,Yes,25-34,Student,,,,,,,,,,,,,The movements of the Earth's crust,The evaporation of chemicals necessary for their survival,Normal marine organisms,Evaporation,,,,,,,,,,,,,,,,,,,,,,2,0,0,2,0
2024-01-18 12:37:14,2024-01-18 12:38:12,Survey Preview,,100,58,True,2024-01-18 12:38:13,R_5EhVcaO3fitqAcy,,,,,52.3766,4.835,preview,EN,Yes,25-34,Student,,,,,,,,,,,,,,,,,,8.421,8.421,11.902,1,Camouflaging their skin,Enhancing body paint,Captive frogs are more toxic than those in the wild.,They serve as a warning to predators about their toxicity.,The music made it more difficult to read,0,0,5.055,0,The movements of the Earth's crust,Crustal movements that connected the Mediterranean to the saltier Atlantic,Normal marine organisms,Turbulent waters resulting from a deluge,No,Professional working proficiency,Europe,4,1,0,0,3
2024-01-18 13:55:13,2024-01-18 14:10:17,IP Address,145.108.79.35,100,903,True,2024-01-18 14:10:17,R_4AGyXCwDxiUA6Hv,,,,,52.352,4.9392,anonymous,EN,Yes,19-24,Student,2.18,143.364,206.145,12,Serving as a defense mechanism,Applying them to blowdart tips for hunting,Their diet determines the intensity of their toxicity.,They serve as a warning to predators about their toxicity.,1.384,556.122,560.5,50,The movements of the Earth's crust,Their inability to tolerate the increasing salt content of the Mediterranean,Normal marine organisms,Turbulent waters resulting from a deluge,The music made it more difficult to read,,,,,,,,,,,,,,,,,,Yes,Professional working proficiency,Europe,8,0,4,4,0
2024-01-11 15:25:23,2024-01-11 15:25:49,IP Address,178.85.152.149,59,25,False,2024-01-18 15:25:52,R_5tmR5MPHxT45cb6,,,,,,,anonymous,EN,Yes,19-24,Student,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
2024-01-18 21:11:37,2024-01-18 21:14:11,IP Address,217.105.24.139,100,153,True,2024-01-18 21:14:11,R_2p3RHmhHF4EoSM9,,,,,52.3766,4.835,anonymous,EN,Yes,6,Student,0,0,42.54,0,Serving as a defense mechanism,Applying them to blowdart tips for hunting,Their diet determines the intensity of their toxicity.,They serve as a warning to predators about their toxicity.,1.577,1.577,14.577,1,The movements of the Earth's crust,The migration of new species through narrow straits,Normal marine organisms,Evaporation,The music made it more difficult to read,,,,,,,,,,,,,,,,,,No,Full professional proficiency / Native,Asia,6,0,4,2,0
2024-01-18 23:01:04,2024-01-18 23:16:42,IP Address,80.56.161.174,100,937,True,2024-01-18 23:16:42,R_4ePl5BnSWuKv0Sw,,,,,52.3543,4.8951,anonymous,EN,Yes,19-24,Student,2.268,149.265,153.295,8,Serving as a defense mechanism,Applying them to blowdart tips for hunting,Their diet determines the intensity of their toxicity.,They serve as a warning to predators about their toxicity.,22.275,373.518,388.584,20,The accumulation of sediment layers,Their inability to tolerate the increasing salt content of the Mediterranean,Volcanic rock fragments,Turbulent waters resulting from a deluge,There was no difference,,,,,,,,,,,,,,,,,,Yes,Limited working proficiency,Other,6,0,4,2,0
2024-01-19 17:51:33,2024-01-19 17:52:20,Survey Preview,,100,47,True,2024-01-19 17:52:21,R_593zcdlvfHgwVvX,,,,,52.3766,4.835,preview,EN,Yes,35-50,Employed,,,,,,,,,,,,,,,,,,0,0,1.956,0,Serving as a defense mechanism,Applying them to blowdart tips for hunting,Their diet determines the intensity of their toxicity.,They serve as a warning to predators about their toxicity.,The music made it more difficult to read,1.992,8.553,10.538,11,The accumulation of sediment layers,The migration of new species through narrow straits,Salt-tolerant invertebrates,Turbulent waters resulting from a deluge,No,Full professional proficiency / Native,Asia,5,4,0,0,1
2024-01-19 17:55:18,2024-01-19 17:55:21,IP Address,217.105.24.139,100,3,True,2024-01-19 17:55:22,R_1tLO9TSzx1rbCTr,,,,,52.3766,4.835,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
2024-01-19 17:55:24,2024-01-19 17:56:32,IP Address,217.105.24.139,100,68,True,2024-01-19 17:56:32,R_3EHsVgxRBrGrNg0,,,,,52.3766,4.835,anonymous,EN,Yes,25-34,Student,6.224,7.556,8.399,7,Serving as a defense mechanism,Applying them to blowdart tips for hunting,Their diet determines the intensity of their toxicity.,They indicate the frogs' readiness to mate.,4.34,11.688,12.945,12,The movements of the Earth's crust,The evaporation of chemicals necessary for their survival,Normal marine organisms,Evaporation,The music made it more difficult to read,,,,,,,,,,,,,,,,,,No,Full professional proficiency / Native,Asia,5,0,3,2,0
2024-01-19 17:55:35,2024-01-19 17:58:14,IP Address,130.37.152.204,100,158,True,2024-01-19 17:58:14,R_2V4uSoACjW43KHi,,,,,52.3716,4.8883,anonymous,EN,Yes,19-24,Student,4.858,4.858,15.63,1,Serving as a defense mechanism,Creating decorative items,Their diet determines the intensity of their toxicity.,They camouflage the frogs in their environment.,13.539,13.996,30.601,2,The movements of the Earth's crust,The migration of new species through narrow straits,Salt-tolerant invertebrates,Turbulent waters resulting from a deluge,The music made it easier to read,,,,,,,,,,,,,,,,,,Yes,Professional working proficiency,Europe,4,0,2,2,0
